,#queryName,queryLength,firstQueryPos,lastQueryPos,hitName,hitLength,firstHitPos,lastHitPos,frame,hitDescription,numberOfHits,coverage,identity,evalue,score,hspLength,relIdentity
4260,1663_g,735,,,,,,,,,0,,,,,,
4261,1664_g,93,,,,,,,,,0,,,,,,
4262,1665_g,3858,1939.0,2661.0,A5KAP2,2628.0,1729.0,1978.0,1.0,Putative uncharacterized protein,11,0.1,82.0,9.999999999999999e-27,128.0,267.0,0.31
4263,1666_g,1419,154.0,960.0,Q4YNY0,535.0,224.0,505.0,1.0,"Sequestrin, putative (Fragment)",5,0.53,78.0,4e-31,141.0,285.0,0.28
4264,1667_g,559,,,,,,,,,0,,,,,,
4265,1668_g,3537,1873.0,2700.0,A5KAP2,2628.0,1687.0,1987.0,1.0,Putative uncharacterized protein,30,0.12,91.0,6e-30,139.0,304.0,0.3
4266,1669_g,861,,,,,,,,,0,,,,,,
4267,1670_g,1583,372.0,1112.0,Q4YNY0,535.0,224.0,484.0,3.0,"Sequestrin, putative (Fragment)",5,0.49,77.0,4.9999999999999996e-26,124.0,263.0,0.3
4268,1671_g,597,,,,,,,,,0,,,,,,
4269,1672_g,3996,1534.0,2295.0,A5K887,676.0,12.0,287.0,1.0,Putative uncharacterized protein,6,0.42,134.0,1.9999999999999999e-63,250.0,282.0,0.48
4270,1673_g,612,,,,,,,,,0,,,,,,
4271,1674_g,819,1.0,315.0,C0H5H2,336.0,17.0,120.0,1.0,Putative uncharacterized protein,3,0.31,58.0,7.000000000000001e-24,116.0,105.0,0.56
4272,1675_g,261,,,,,,,,,0,,,,,,
4273,1676_g,2694,1144.0,2670.0,A5K890,557.0,65.0,554.0,1.0,Putative uncharacterized protein,30,0.95,251.0,3.0000000000000002e-123,448.0,529.0,0.48
4274,1677_g,3495,775.0,2745.0,A5K892,1564.0,351.0,915.0,1.0,Putative uncharacterized protein,12,0.28,152.0,3.9999999999999997e-56,226.0,442.0,0.35
4275,1678_g,81,,,,,,,,,0,,,,,,
4276,1679_g,294,28.0,291.0,A5K2G5,88.0,1.0,88.0,1.0,"Splicing factor, putative",30,1.0,75.0,2.0000000000000002e-39,166.0,88.0,0.86
4277,1680_g,1083,7.0,960.0,A5K2G6,395.0,57.0,366.0,1.0,Putative uncharacterized protein,30,0.81,178.0,4.0000000000000004e-82,310.0,320.0,0.56
4278,1681_g,4368,1324.0,3678.0,Q8IDE2,1398.0,407.0,1065.0,1.0,Putative uncharacterized protein,4,0.16,76.0,7.999999999999999e-26,125.0,220.0,0.35
4279,1682_g,3210,583.0,2703.0,B3L763,933.0,98.0,812.0,1.0,Putative uncharacterized protein,10,0.8,312.0,1e-154,553.0,743.0,0.42
4280,1683_g,456,1.0,453.0,Q4XZZ1,167.0,1.0,167.0,1.0,"Mitochondrial inner membrane translocase, ",24,1.0,127.0,5e-67,258.0,167.0,0.77
4281,1684_g,1155,31.0,933.0,A5K2L5,392.0,74.0,382.0,1.0,"Poly(A)-binding protein, putative",30,0.8,223.0,2e-108,397.0,313.0,0.72
4282,1685_g,3507,4.0,3483.0,Q9U7N7,1193.0,5.0,1185.0,1.0,Falcilysin (Fragment),30,1.02,589.0,0.0,1037.0,1212.0,0.49
4283,1686_g,315,,,,,,,,,0,,,,,,
4284,1687_g,4956,1.0,936.0,Q4YU68,586.0,146.0,458.0,1.0,Putative uncharacterized protein,30,0.54,203.0,3e-120,439.0,314.0,0.65
4285,1688_g,2733,2302.0,2730.0,Q8IE35,1795.0,1670.0,1795.0,1.0,Putative uncharacterized protein,1,0.08,49.0,3e-09,70.0,146.0,0.34
4286,1689_g,2463,679.0,1590.0,G0PEH1,4534.0,1269.0,1563.0,1.0,Putative uncharacterized protein (Fragment) ,6,0.07,74.0,2e-07,63.0,312.0,0.24
4287,1690_g,969,478.0,867.0,Q8IE34,252.0,116.0,240.0,1.0,"Ribonuclease P protein subunit rpr, putative ",8,0.52,55.0,3e-22,111.0,130.0,0.43
4288,1691_g,354,91.0,345.0,C0H5E4,344.0,25.0,112.0,1.0,Putative uncharacterized protein,5,0.26,53.0,2.0000000000000002e-24,116.0,88.0,0.61
4289,1692_g,4620,136.0,4575.0,C0H5E3,1214.0,20.0,1168.0,1.0,Putative uncharacterized protein,6,0.26,93.0,1.0000000000000001e-39,172.0,319.0,0.3
4290,1693_g,46,,,,,,,,,0,,,,,,
4291,1694_g,792,550.0,789.0,Q7RRX4,1647.0,139.0,218.0,1.0,Putative uncharacterized protein PY00593 ,6,0.05,54.0,1e-21,108.0,80.0,0.68
4292,1695_g,309,52.0,204.0,Q8IDT7,72.0,18.0,68.0,1.0,Putative uncharacterized protein,4,0.71,45.0,4e-17,92.0,51.0,0.89
4293,1696_g,2775,196.0,2751.0,Q8IDT6,925.0,63.0,918.0,1.0,ABC transporter (MDR family),30,0.98,386.0,0.0,692.0,908.0,0.43
4294,1697_g,2910,2017.0,2484.0,A5K842,1369.0,1213.0,1366.0,1.0,Putative uncharacterized protein,30,0.11,81.0,1.9999999999999998e-42,180.0,156.0,0.52
4295,1698_g,849,1.0,831.0,B3L8J4,281.0,1.0,277.0,1.0,"Exoribonuclease PH, putative",30,0.99,183.0,2.9999999999999997e-106,389.0,277.0,0.67
4296,1699_g,2544,793.0,2538.0,B3L8J3,899.0,233.0,797.0,1.0,Putative uncharacterized protein,11,0.67,239.0,2e-113,416.0,598.0,0.4
4297,1700_g,627,1.0,624.0,Q7RFZ4,204.0,1.0,202.0,1.0,Putative uncharacterized protein PY04557 ,7,1.03,93.0,9e-42,174.0,210.0,0.45
4298,1701_g,867,1.0,864.0,C6KT75,288.0,1.0,288.0,1.0,Ribonuclease,30,1.0,239.0,3e-143,513.0,288.0,0.83
4299,1702_g,114,,,,,,,,,0,,,,,,
4300,1703_g,8469,5401.0,7659.0,Q7RGZ7,963.0,14.0,797.0,1.0,"Helicase conserved C-terminal domain, ",30,0.87,343.0,8.000000000000001e-163,582.0,836.0,0.42
4301,1704_g,2037,7.0,1626.0,C6KT72,615.0,24.0,514.0,1.0,Transcription or splicing factor-like ,30,0.9,311.0,2.0000000000000002e-131,475.0,551.0,0.57
4302,1705_g,369,43.0,366.0,Q8IB87,148.0,44.0,148.0,1.0,Putative uncharacterized protein,6,0.73,54.0,3e-17,92.0,108.0,0.5
4303,1706_g,579,1.0,357.0,B3L140,185.0,27.0,145.0,1.0,Putative uncharacterized protein,30,0.64,83.0,5.0000000000000005e-39,165.0,119.0,0.7
4304,1707_g,5283,1375.0,5187.0,C0H4X7,1664.0,435.0,1627.0,1.0,Putative uncharacterized protein,30,0.64,258.0,5e-51,209.0,1058.0,0.25
4305,1708_g,3057,688.0,2244.0,Q8IB83,978.0,256.0,789.0,1.0,Putative uncharacterized protein,6,0.57,149.0,3e-43,183.0,557.0,0.27
4306,1709_g,5424,658.0,5418.0,Q8IB82,1276.0,105.0,1275.0,1.0,Putative uncharacterized protein,30,0.4,268.0,2.0000000000000002e-131,476.0,513.0,0.53
4307,1710_g,3177,7.0,3174.0,Q8IIG7,1070.0,3.0,1070.0,1.0,Uncharacterized protein PF11_0207,14,0.32,168.0,3e-78,299.0,339.0,0.5
4308,1711_g,5838,2272.0,5835.0,Q4XZ33,1095.0,19.0,1095.0,1.0,Putative uncharacterized protein (Fragment) ,30,0.82,303.0,4.0000000000000003e-88,333.0,894.0,0.34
4309,1712_g,2379,847.0,2028.0,Q8IJI4,2290.0,51.0,424.0,1.0,"10b antigen, putative",30,0.18,105.0,6e-09,68.0,411.0,0.26
4310,1713_g,1815,142.0,1806.0,B3L5A6,585.0,47.0,579.0,1.0,Putative uncharacterized protein,30,0.95,298.0,9e-164,582.0,555.0,0.54
4311,1714_g,2319,1.0,2307.0,B3L5A7,779.0,1.0,773.0,1.0,"N-acetyl glucosamine phosphate mutase, ",30,1.03,358.0,3.9999999999999996e-172,610.0,800.0,0.45
4312,1715_g,279,,,,,,,,,0,,,,,,
4313,1716_g,945,1.0,942.0,Q8II61,316.0,1.0,316.0,1.0,60S ribosomal protein P0,30,1.0,250.0,7.000000000000001e-127,458.0,316.0,0.8
4314,1717_g,1344,1.0,1341.0,Q8II60,439.0,1.0,439.0,1.0,26S protease subunit regulatory subunit ,30,1.02,381.0,0.0,726.0,447.0,0.86
4315,1718_g,2922,46.0,2916.0,Q8II59,985.0,6.0,978.0,1.0,Conserved Plasmodium protein,10,0.64,326.0,3e-176,624.0,626.0,0.53
4316,1719_g,5664,3112.0,5232.0,Q7RDH5,4236.0,664.0,1386.0,1.0,Putative uncharacterized protein PY05447 ,11,0.09,119.0,2.9999999999999996e-42,181.0,401.0,0.3
4317,1720_g,3513,580.0,3495.0,A5K152,972.0,1.0,972.0,1.0,"DNA replication licensing factor MCM2, ",30,1.0,863.0,0.0,1578.0,972.0,0.89
4318,1721_g,372,1.0,369.0,A5K151,144.0,1.0,144.0,1.0,Putative uncharacterized protein,8,1.0,71.0,3e-30,135.0,144.0,0.5
4319,1722_g,486,1.0,480.0,A5K150,317.0,133.0,316.0,1.0,"Ubiquitin fusion degradation protein, ",30,0.58,122.0,3.9999999999999996e-50,201.0,184.0,0.67
4320,1723_g,987,715.0,987.0,H2PLQ4,438.0,1.0,191.0,1.0,Uncharacterized protein (Fragment),30,0.2,34.0,1e-13,82.0,89.0,0.39
4321,1724_g,180,,,,,,,,,0,,,,,,
4322,1725_g,7200,22.0,7182.0,Q7RQI9,2237.0,27.0,2236.0,1.0,"DEAD/DEAH box helicase, putative",30,0.85,1026.0,0.0,1885.0,1905.0,0.54
4323,1726_g,3426,334.0,1245.0,A5K6A6,1331.0,146.0,458.0,1.0,Putative uncharacterized protein,16,0.24,119.0,2e-33,150.0,323.0,0.37
4324,1727_g,1377,454.0,1371.0,A5K6A6,1331.0,1035.0,1331.0,1.0,Putative uncharacterized protein,7,0.23,132.0,1e-51,209.0,312.0,0.43
4325,1728_g,63,,,,,,,,,0,,,,,,
4326,1729_g,1617,775.0,1605.0,Q9BMG7,597.0,317.0,593.0,1.0,Probable endonuclease 4 2,30,0.46,189.0,3e-111,407.0,277.0,0.69
4327,1730_g,642,1.0,636.0,Q8IE03,218.0,1.0,209.0,1.0,Putative uncharacterized protein,30,0.97,131.0,1.9999999999999999e-63,247.0,212.0,0.62
4328,1731_g,3195,481.0,3180.0,Q8IE04,858.0,19.0,851.0,1.0,"Nucleotidyltransferase, putative",30,1.08,319.0,1.0000000000000001e-126,460.0,927.0,0.35
4329,1732_g,495,1.0,492.0,Q8IE05,163.0,1.0,163.0,1.0,"Sedlin, putative",30,1.01,129.0,2e-70,269.0,164.0,0.79
4330,1733_g,3546,28.0,1668.0,Q7RLH5,567.0,12.0,564.0,1.0,Putative uncharacterized protein PY02567 ,20,1.03,257.0,5e-103,382.0,583.0,0.45
4331,1734_g,885,1.0,858.0,Q8IE08,281.0,1.0,265.0,1.0,"Qa-SNARE protein, putative",30,1.02,205.0,1e-105,388.0,288.0,0.72
4332,1735_g,441,,,,,,,,,0,,,,,,
4333,1736_g,783,13.0,693.0,O96202,255.0,35.0,228.0,1.0,"Mitochondrial ribosomal protein L12, putative ",30,0.9,122.0,9.000000000000001e-45,185.0,229.0,0.54
4334,1737_g,1272,7.0,1269.0,A5KBZ9,428.0,4.0,428.0,1.0,Eukaryotic peptide chain release factor ,30,0.99,370.0,0.0,723.0,425.0,0.88
4335,1738_g,4056,1426.0,2391.0,Q4XIR1,462.0,133.0,457.0,1.0,Putative uncharacterized protein (Fragment) ,9,0.72,119.0,5e-60,239.0,331.0,0.36
4336,1739_g,6424,31.0,5364.0,O96204,4091.0,4.0,2190.0,1.0,Conserved Plasmodium membrane protein ,7,0.2,280.0,3e-117,430.0,817.0,0.35
4337,1801_g,2424,28.0,2406.0,Q8IDF9,803.0,1.0,801.0,1.0,Inositol-polyphosphate 5-phosphatase,30,1.02,423.0,0.0,756.0,816.0,0.52
4338,1802_g,3384,10.0,3270.0,Q8IDF8,1019.0,3.0,1011.0,1.0,Ribosomal RNA large subunit methyltransferase ,30,0.37,255.0,3e-145,522.0,377.0,0.68
4339,1803_g,297,1.0,264.0,Q7RC85,122.0,11.0,106.0,1.0,"ATP synthase subunit C, putative",30,0.79,67.0,1.0000000000000001e-29,134.0,96.0,0.7
4340,1804_g,885,1.0,642.0,A5K011,1963.0,3.0,205.0,1.0,Putative uncharacterized protein,4,0.11,113.0,2e-57,228.0,214.0,0.53
4341,1805_g,5307,1264.0,5163.0,A5K011,1963.0,606.0,1959.0,1.0,Putative uncharacterized protein,26,0.53,403.0,0.0,712.0,1042.0,0.39
4342,1806_g,390,,,,,,,,,0,,,,,,
4343,1807_g,1200,1.0,1158.0,B3LCJ8,275.0,1.0,261.0,1.0,"Chromodomain protein, putative",14,0.61,62.0,6e-22,110.0,168.0,0.37
4344,1808_g,1380,91.0,1374.0,Q8I5K5,671.0,31.0,668.0,1.0,Conserved Plasmodium protein,30,0.59,146.0,1e-53,216.0,397.0,0.37
4345,1809_g,5028,3862.0,4218.0,Q8ILM9,1630.0,1129.0,1224.0,1.0,Putative uncharacterized protein,6,0.07,41.0,6e-14,86.0,119.0,0.35
4346,1810_g,2064,670.0,2010.0,Q8ILI3,809.0,361.0,790.0,1.0,"Metabolite/drug transporter, putative ",30,0.57,232.0,9.999999999999999e-111,406.0,463.0,0.51
4347,1811_g,1124,141.0,1112.0,B3LAB0,373.0,65.0,371.0,3.0,"Proliferation-associated protein, putative ",30,0.87,160.0,5e-86,323.0,326.0,0.5
4348,1812_g,147,,,,,,,,,0,,,,,,
4349,1813_g,3021,2569.0,2886.0,Q8ILI1,1990.0,1867.0,1978.0,1.0,Putative uncharacterized protein,30,0.06,58.0,1.9999999999999998e-26,127.0,112.0,0.52
4350,1814_g,1008,16.0,849.0,B3L7J6,296.0,5.0,274.0,1.0,"Pyridoxine biosynthetic enzyme, putative ",30,0.94,149.0,5e-71,273.0,278.0,0.54
4351,1815_g,4677,1.0,4659.0,Q7RG72,1297.0,1.0,1287.0,1.0,Putative uncharacterized protein PY04476 ,30,0.22,190.0,1e-103,384.0,284.0,0.67
4352,1816_g,2472,595.0,2319.0,B3L7J8,792.0,135.0,709.0,1.0,Putative uncharacterized protein,7,0.75,331.0,1e-173,616.0,597.0,0.56
4353,1817_g,1461,328.0,1425.0,Q7RGX3,371.0,18.0,358.0,1.0,Putative uncharacterized protein PY04223 ,12,0.99,160.0,1e-77,296.0,366.0,0.44
4354,1818_g,1596,115.0,1593.0,B3L931,543.0,26.0,543.0,1.0,"Protein disulfide isomerase, putative ",30,0.96,239.0,2.0000000000000002e-126,458.0,520.0,0.46
4355,1819_g,2556,442.0,2538.0,Q7RGQ1,803.0,115.0,799.0,1.0,DNA-directed RNA polymerase,30,0.88,441.0,0.0,872.0,708.0,0.63
4356,1820_g,1053,196.0,1050.0,B3L929,349.0,89.0,344.0,1.0,Putative uncharacterized protein,6,0.82,113.0,2e-48,198.0,286.0,0.4
4357,1821_g,1023,1.0,1005.0,Q7RGQ3,361.0,22.0,356.0,1.0,Putative uncharacterized protein PY04293 ,30,0.93,212.0,7e-126,455.0,336.0,0.64
4358,1822_g,306,,,,,,,,,0,,,,,,
4359,1823_g,1911,1.0,1821.0,Q4XUY0,597.0,1.0,584.0,1.0,Putative uncharacterized protein,30,1.06,320.0,4e-157,560.0,630.0,0.51
4360,1824_g,303,22.0,141.0,Q8IKA6,454.0,3.0,42.0,1.0,"DNAJ protein, putative",8,0.09,30.0,7e-08,61.0,40.0,0.75
4361,1825_g,696,1.0,561.0,B3L925,313.0,76.0,263.0,1.0,"DnaJ protein, putative",30,0.6,106.0,9.000000000000001e-45,185.0,188.0,0.57
4362,1826_g,3891,2218.0,3420.0,Q8IK09,944.0,4.0,403.0,1.0,Conserved Plasmodium protein,12,0.44,187.0,2e-67,263.0,415.0,0.46
4363,1827_g,97,,,,,,,,,0,,,,,,
4364,1828_g,729,220.0,723.0,Q8IK11,187.0,18.0,171.0,1.0,Conserved Plasmodium protein,13,0.91,92.0,2e-47,194.0,170.0,0.55
4365,1829_g,2676,,,,,,,,,0,,,,,,
4366,1830_g,4415,3.0,3923.0,A2E8Z5,4057.0,392.0,4034.0,3.0,"Viral A-type inclusion protein, putative ",30,0.34,281.0,6e-34,152.0,1396.0,0.21
4367,1831_g,1935,367.0,1827.0,A2ERL6,2832.0,1325.0,2110.0,1.0,"Viral A-type inclusion protein, putative ",30,0.19,111.0,8e-14,84.0,531.0,0.21
4368,1832_g,7422,4.0,7212.0,A2FD36,3977.0,44.0,3944.0,1.0,"Viral A-type inclusion protein, putative ",30,0.69,537.0,4.999999999999999e-84,320.0,2746.0,0.2
4369,1833_g,1858,196.0,1809.0,Q7RQQ8,1073.0,38.0,602.0,1.0,Putative uncharacterized protein PY01034 ,6,0.25,112.0,6e-53,214.0,267.0,0.42
4370,1834_g,1383,7.0,732.0,Q4YH73,258.0,5.0,246.0,1.0,"Aquaglyceroporin, putative",30,0.94,142.0,5e-65,254.0,242.0,0.59
4371,1835_g,1008,76.0,999.0,A5K4Y6,313.0,4.0,311.0,1.0,"50S ribosomal protein L2, putative",30,0.98,268.0,6e-160,568.0,308.0,0.88
4372,1836_g,1260,1.0,549.0,A5K4Y5,404.0,1.0,190.0,1.0,Putative uncharacterized protein,30,0.47,146.0,2.9999999999999995e-70,271.0,190.0,0.77
4373,1837_g,4923,244.0,4914.0,Q8II40,1439.0,63.0,1431.0,1.0,"Amino acid transporter, putative",19,0.54,209.0,1e-48,202.0,783.0,0.27
4374,1838_g,78,,,,,,,,,0,,,,,,
4375,1839_g,3009,1987.0,2871.0,Q4XUW8,381.0,53.0,360.0,1.0,Putative uncharacterized protein (Fragment) ,11,0.81,133.0,3e-65,256.0,309.0,0.44
4376,1840_g,1266,70.0,1254.0,Q8I5G2,443.0,18.0,359.0,1.0,Conserved Plasmodium protein,30,0.9,139.0,5e-40,171.0,397.0,0.36
4377,1841_g,753,1.0,639.0,Q4YRW6,191.0,1.0,160.0,1.0,Putative uncharacterized protein,2,1.13,52.0,7e-06,56.0,216.0,0.25
4378,1842_g,1179,52.0,1089.0,Q7RCJ2,286.0,18.0,272.0,1.0,Drosophila melanogaster CG17652 gene product ,6,0.42,62.0,3e-25,121.0,120.0,0.52
4379,1843_g,2769,529.0,2745.0,Q7PDM0,818.0,164.0,806.0,1.0,ERYTHROCYTE MEMBRANE PROTEIN PFEMP3,30,0.43,170.0,4e-80,305.0,354.0,0.49
4380,1844_g,3368,156.0,3365.0,Q8I5G6,1696.0,646.0,1668.0,3.0,"Isoleucyl-tRNA synthetase, putative",30,0.28,235.0,5e-102,378.0,483.0,0.49
4381,1845_g,717,1.0,705.0,Q7R8N6,238.0,1.0,235.0,1.0,Ribose 5-phosphate isomerase,30,0.99,161.0,3e-90,336.0,235.0,0.69
4382,1846_g,4176,28.0,4131.0,Q7RFF2,1404.0,5.0,1402.0,1.0,S-adenosylmethionine decarboxylase-ornithine ,30,0.66,365.0,2.0000000000000002e-171,609.0,926.0,0.4
4383,1847_g,1443,100.0,1428.0,Q4XY00,472.0,5.0,468.0,1.0,Putative uncharacterized protein,28,0.98,280.0,8.000000000000001e-159,565.0,464.0,0.61
4384,1848_g,2268,1.0,2256.0,Q8IJ79,1743.0,1.0,827.0,1.0,"Leucine-rich repeat protein 8, LRR8",14,0.23,180.0,6e-69,268.0,407.0,0.45
4385,1849_g,1312,238.0,954.0,Q8IJ79,1743.0,931.0,1227.0,1.0,"Leucine-rich repeat protein 8, LRR8",6,0.17,101.0,9.999999999999999e-31,140.0,297.0,0.35
4386,1850_g,4065,1903.0,2055.0,Q59T40,190.0,8.0,90.0,-1.0,Questionable orf,2,0.27,24.0,3e-10,74.0,51.0,0.48
4387,1851_g,825,1.0,822.0,A5JZ40,275.0,2.0,273.0,1.0,"Cyclin 4, putative",30,1.0,186.0,9.999999999999999e-111,404.0,274.0,0.68
4388,1852_g,3696,655.0,3636.0,Q4Z5X1,1056.0,96.0,1029.0,1.0,Putative uncharacterized protein,10,0.5,221.0,5e-98,365.0,526.0,0.43
4389,1853_g,738,424.0,735.0,Q8IES0,211.0,106.0,209.0,1.0,"Small heat shock protein, putative",30,0.49,47.0,7e-19,99.0,104.0,0.46
4390,1854_g,1284,298.0,1218.0,Q8IKF7,1966.0,1638.0,1958.0,1.0,Putative uncharacterized protein,7,0.17,156.0,1e-61,243.0,335.0,0.47
4391,1855_g,4691,804.0,3701.0,B3L977,3010.0,1620.0,2699.0,3.0,Putative uncharacterized protein,21,0.23,262.0,1e-98,367.0,691.0,0.38
4392,1856_g,4198,1.0,4110.0,Q7PDT6,2584.0,1.0,1184.0,1.0,ERYTHROCYTE MEMBRANE PROTEIN PFEMP3,30,0.33,379.0,0.0,659.0,863.0,0.44
4393,1857_g,678,55.0,621.0,Q8IKF5,226.0,20.0,206.0,1.0,Putative uncharacterized protein,7,0.87,86.0,3e-30,136.0,196.0,0.44
4394,1858_g,699,145.0,669.0,Q7RMW7,215.0,39.0,214.0,1.0,Putative uncharacterized protein PY02061 ,6,0.82,97.0,2.0000000000000002e-28,130.0,176.0,0.56
4395,1859_g,4800,2341.0,4248.0,Q8IEL1,1135.0,202.0,759.0,1.0,Putative uncharacterized protein,9,0.32,105.0,8e-21,109.0,359.0,0.3
4396,1860_g,1143,1.0,504.0,B3LBR8,205.0,1.0,188.0,1.0,"Rab5B protein, putative",30,0.92,107.0,1.9999999999999998e-54,218.0,189.0,0.57
4397,1861_g,3909,100.0,3246.0,Q7RKV1,1047.0,1.0,1038.0,1.0,Unnamed protein product,30,1.04,414.0,0.0,690.0,1086.0,0.39
4398,1862_g,903,1.0,900.0,Q7RKV0,300.0,1.0,300.0,1.0,"Ribosomal protein S15, putative",30,1.0,248.0,1e-146,524.0,300.0,0.83
4399,1863_g,648,1.0,642.0,Q4XVP9,209.0,1.0,209.0,1.0,Putative uncharacterized protein,30,1.02,132.0,8e-58,228.0,214.0,0.62
4400,1864_g,561,1.0,543.0,Q4YYT0,184.0,1.0,181.0,1.0,"Flavoprotein, putative",30,0.98,118.0,1.0000000000000001e-66,257.0,181.0,0.66
4401,1865_g,1821,823.0,1818.0,Q8IAZ7,491.0,178.0,491.0,1.0,"Nucleolar preribosomal assembly protein, ",30,0.71,167.0,1.0000000000000001e-75,290.0,350.0,0.48
4402,1866_g,2637,877.0,2634.0,Q5VGY1,666.0,121.0,666.0,1.0,Dihydrolipoamide dehydrogenase,30,0.88,381.0,0.0,686.0,586.0,0.66
4403,1867_g,6099,3877.0,5913.0,Q7RS28,1523.0,898.0,1459.0,1.0,Putative uncharacterized protein PY00538 ,30,0.22,163.0,5e-71,276.0,342.0,0.48
4404,1868_g,9021,1.0,3156.0,Q7RH77,1136.0,1.0,1120.0,1.0,Protein with 5'-3' exonuclease domain ,21,1.03,425.0,4e-178,632.0,1168.0,0.37
4405,1869_g,3066,568.0,2769.0,B3LAU8,2617.0,285.0,978.0,1.0,Putative uncharacterized protein,17,0.11,125.0,4e-53,216.0,278.0,0.45
4406,1870_g,1539,34.0,1362.0,Q8IM32,2820.0,1082.0,1542.0,1.0,Putative uncharacterized protein,11,0.17,220.0,1e-123,449.0,468.0,0.48
4407,1871_g,1218,550.0,1203.0,A5K1G3,2637.0,1726.0,1977.0,1.0,Putative uncharacterized protein,7,0.1,86.0,4e-33,147.0,252.0,0.35
4408,1872_g,1752,1.0,1260.0,Q7RMP4,1581.0,217.0,559.0,1.0,Myosin D (Fragment),30,0.27,218.0,7e-96,357.0,420.0,0.52
4409,1873_g,3816,2335.0,3561.0,Q4Z178,579.0,135.0,508.0,1.0,"Myosin d, putative (Fragment)",30,0.72,177.0,4e-65,256.0,418.0,0.43
4410,1874_g,672,,,,,,,,,0,,,,,,
4411,1875_g,1920,,,,,,,,,0,,,,,,
4412,1876_g,3066,1057.0,3063.0,B3LCT5,951.0,241.0,915.0,1.0,Putative uncharacterized protein,7,0.78,288.0,2e-105,390.0,739.0,0.39
4413,1877_g,1638,1.0,1614.0,Q8I5C4,542.0,1.0,538.0,1.0,"T-complex protein 1, gamma subunit, putative ",30,0.99,451.0,0.0,893.0,538.0,0.84
4414,1878_g,825,517.0,819.0,A5JZ70,760.0,54.0,154.0,1.0,Putative uncharacterized protein,5,0.13,49.0,5e-15,87.0,101.0,0.49
4415,1879_g,1617,1.0,1611.0,A5JZ70,760.0,217.0,755.0,1.0,Putative uncharacterized protein,12,0.72,247.0,1e-125,456.0,546.0,0.46
4416,1880_g,3714,1.0,3711.0,Q7PDW1,1180.0,1.0,1179.0,1.0,ERYTHROCYTE MEMBRANE PROTEIN PFEMP3,12,1.1,456.0,6e-147,528.0,1302.0,0.36
4417,1881_g,1689,223.0,1686.0,Q8IEN9,619.0,132.0,619.0,1.0,"DNA-directed RNA polymerase alpha chain, ",30,0.79,394.0,0.0,819.0,489.0,0.81
4418,1882_g,324,,,,,,,,,0,,,,,,
4419,1883_g,429,,,,,,,,,0,,,,,,
4420,1884_g,573,1.0,570.0,Q4YUR1,342.0,144.0,333.0,1.0,Putative uncharacterized protein,12,0.56,95.0,5e-56,221.0,190.0,0.5
4421,1885_g,1965,367.0,1953.0,B3LBN5,622.0,97.0,619.0,1.0,"DEAD box helicase, putative",30,0.86,376.0,0.0,715.0,534.0,0.71
4422,1886_g,17634,217.0,17550.0,Q8IK84,5906.0,114.0,5790.0,1.0,"Cysteine repeat modular protein 4, putative ",30,0.21,492.0,0.0,923.0,1228.0,0.41
4423,1887_g,1515,136.0,1500.0,Q4XZC8,454.0,2.0,454.0,1.0,"Binding protein, putative (Fragment)",30,1.1,217.0,2.0000000000000002e-75,289.0,501.0,0.44
4424,1888_g,510,1.0,372.0,B3L443,130.0,1.0,124.0,1.0,"40S ribosomal protein S15A, putative",30,0.95,113.0,8e-59,230.0,124.0,0.92
4425,1889_g,471,106.0,465.0,O77388,221.0,19.0,221.0,1.0,"HVA22/TB2/DP1 family protein, putative ",8,0.38,58.0,2.0000000000000002e-28,130.0,83.0,0.7
4426,1890_g,879,37.0,837.0,Q4Z258,302.0,10.0,289.0,1.0,"Transporter, putative",30,0.93,179.0,1e-87,328.0,280.0,0.64
4427,1891_g,1374,22.0,1362.0,Q4Z259,457.0,8.0,454.0,1.0,Putative uncharacterized protein,17,0.98,294.0,7e-130,469.0,447.0,0.66
4428,1892_g,2634,1.0,2631.0,Q7RIN5,936.0,1.0,936.0,1.0,Putative uncharacterized protein PY03582 ,9,0.69,204.0,4e-77,295.0,642.0,0.32
4429,1893_g,651,1.0,648.0,A5K2H0,202.0,1.0,202.0,1.0,Ubiquitin-conjugating enzyme family protein ,30,1.09,153.0,6e-72,275.0,220.0,0.7
4430,1894_g,2931,115.0,2850.0,Q7RP53,988.0,37.0,968.0,1.0,Arabidopsis thaliana At5g28850/F7P1_30 ,30,0.99,423.0,0.0,687.0,980.0,0.44
4431,1895_g,558,259.0,555.0,B3L759,197.0,99.0,197.0,1.0,Putative uncharacterized protein,4,0.5,39.0,1e-13,81.0,99.0,0.4
4432,1896_g,1452,1.0,1449.0,B3L758,479.0,1.0,479.0,1.0,Putative uncharacterized protein,30,1.01,381.0,0.0,802.0,483.0,0.79
4433,1897_g,591,55.0,558.0,Q8IDD5,198.0,20.0,191.0,1.0,"DNAJ like protein, putative",14,0.87,120.0,2.9999999999999995e-54,216.0,173.0,0.7
4434,1898_g,798,358.0,795.0,C0H4C0,470.0,87.0,232.0,1.0,"Serpentine receptor, putative",6,0.31,80.0,1.9999999999999998e-42,177.0,146.0,0.55
4435,1899_g,1173,10.0,1170.0,A5K665,388.0,2.0,388.0,1.0,"Eukaryotic initiation factor, putative ",30,1.0,357.0,0.0,727.0,387.0,0.93
